Link,Job Title,Company,Date Posted,Location,Salary,Job Type,Work Format,Processed Location,processed_title,cluster
https://www.indeed.com/rc/clk?jk=f4f1b48ebfba4a05&bb=DB0ML89QmIwPwFZLmf0bo2qBYF5kktboeu_Cj3CNzO8w82dNlmvMDRnoO1SB5wkfZP8T6hHcq4nUb9Qg1j7tGAAJDEHpqLAmP5AwK7v8hlZb39zyGjGjdqyNv5cnq1bZ&xkcb=SoAb67M37GDW8TATEz0BbzkdCdPP&fccid=b91de2b27caa1540&cmp=NationMind-Infoservices-Pvt-Ltd&ti=IT+Analyst&vjs=3,IT Analyst,NationMind Infoservices Pvt Ltd,EmployerActive 2 days ago,"Hybrid work in Arlington Heights, IL",N/A,Unknown,Hybrid,"Arlington Heights, IL",analyst,6
https://www.indeed.com/rc/clk?jk=3aba20af7873f33b&bb=DB0ML89QmIwPwFZLmf0bo1ocnb7i3KP9FphjW-ZnhLcO2q2zMsUvBZFxPTawK5pxP9kW4pkW5GTpubyZQAEjAr8VqJczBkfW70WGSGA4sxANng3xEKmH0OrlE4c973ji&xkcb=SoCv67M37GDW8TATEz0AbzkdCdPP&fccid=e370394a608927d2&vjs=3,IT Entry Professional,University of Colorado,N/A,"Hybrid work in Aurora, CO",N/A,Unknown,Hybrid,"Aurora, CO",entry professional,8
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BBYynjL4e7BrtpVCLszEeCcjuPV2CLHkAxh45IkAYf0uIngMkTjWF3HafQH8na3vxh3-lu0Xinfd4FP5UGyr1WFYN00ShTvIDc-3cpzCtCPQ3m3vxMChIV1KmOnjVq2MIk0RZh5vHlgWG6XcbSmUXv5Dw5z-086W2ayW1F5rXH4Ph44MZ6cZtoEng0CpF8E9GMFSuyQGpBnCmVOOKc4sLmFs5NQZ0SS7x6MjSF_DlcX9BdCfry7YfDt1QMigSDvfA0R3FmEAk7FOR95x-ek1YQuuLYG1i-9nhKrIWk6c6KEJZHvLmt-Uclx7GDwTxomXIiKU1mKZHrcd7gv0pm2w6m6VXTixu_Ent9xL91c7b8zldEoTbqi7FRO7ao5DeMfAq8LlID-TGPHPDVYyGI85wq6CReb--ApD7bLbwDCpe04us5tS4W9Qg4HnUS0JyMuOOUJAIDCCS21ipQrz-kMuxmmy6aw_yqRaevAL8iP-v2-cVHm6vhahBEh_rz30V0PNZZqZCGpqCryDgyYMo_Ag7G6vZENWkWPdDr-Bj5ecsf8ix1u_HWHpgzLq9-xrvS9rDYPcLHTaUOdrMH3C1ZnMwZJ_hJZl5F_Y2rF1bIs116OA==&xkcb=SoDV6_M37GDW8TATEz0HbzkdCdPP&camk=nUmJqO2E8rhZQD0yx2ZRHQ==&p=12&fvj=1&vjs=3,IT Specialist,Total Care Dental,EmployerActive 2 days ago,"American Fork, UT 84003",N/A,Unknown,Unknown,"American Fork, UT 84003",specialist,5
https://www.indeed.com/rc/clk?jk=1ea0f82b2e6abd5c&bb=DB0ML89QmIwPwFZLmf0boxxXf3EIFHq6tNGpQTFwzrIgpnlZxRJR7iWtCNyAcBjgF-id1P667jya-UBxH9khQ-qyVvDRfFddoBjPnbDuIIT94Q4mi-TcgG9qX_FRGPn1&xkcb=SoCV67M37GDW8TATEz0GbzkdCdPP&fccid=ae6c756129a45472&cmp=DRMTE---Duratt-ElMeyadin&ti=IT+Technician&vjs=3,IT Technician,TeamLogic IT,N/A,"Riverside, CA 92507 (Hunter Industrial Park area)",N/A,Unknown,Unknown,"Riverside, CA 92507 (Hunter Industrial Park area)",technician,1
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRi5qgv-H96vbvIPXni3LVxLwuvZamOsB1zJ_37_APTNWeJj_5h-gFluurPJFt5pGhAt5LJLse3oPv1sg17mIRcAJZv87tBGrnFHUXEdJHf4rlroJZNcSYsf1V2ZYXsfKhZ7ZiCEafL8wmS5Oj8TioKpE-TCwjk3_9Xne4HmHEh101pfTGTGVmQ-ysr8SB7inxQ3Bg5vPykZi13ISih7o0gtp0ZM0G1kZ0MAO3UU-E30XLaE9RMEPE3qVkbInuqEbgk9Dx9A_duW0VUVccVZvw9C9Bv8ShvFpfCidrK1A7N82qEtefAaqOq7uXArsVMk7ZmdXT0XPQWA6mg3B0w62e0sUnyKE52oaxx8c_Xgsg5uxUB0nuF0o9uRcwZmxuicTsTBUh-clU4DEYRk2QOAJhlTpczlZSVdX9ZmC7Jppl2R6vibrmNjf9eu-PErZ0S1kAdIHCe5Bcwx0W4Z62A9wWc9yHUGXV3f3gu5EJFI-_n23R6-f4DRury5j3qJ5f6ltz5ZoX_7PwZmZUe1_v0pzpg2ByV7fioZG44f8Rj8weIyc4zMQ2nczC23VTa3SP0ko0A3wEG3clrvPBINUTIc-gqcALcc0Mwpy0kh9SXa66PWt-zE_rFrCGVsHTn5LSUGYB1WCqRu4d6yZb08Mvg2NOt-IhW4SYfebYUrbzZZ1zHcE1MsH3KcXNRJlNQEOID4T-0ssld5700PpAy3khawP7a0OPACamLTzVNOceYpb9SZ_4utuQLl6QX0=&xkcb=SoD86_M37GDW8TATEz0FbzkdCdPP&camk=4HOcmqOLYrB2fJSLHkdi9Q==&p=14&fvj=0&vjs=3,ServiceNow Systems Integration Manager,Leidos,N/A,"Scott AFB, IL 62225",N/A,Unknown,Unknown,"Scott AFB, IL 62225",servicenow systems integration manager,8
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BHmWeLMgXa7UcmnS0Rf_Sk3JKof8KnwSZut0rxrhgxk0BiUWqRzuos5Thw5q7IjkS-u7CWvodQ5sxLGabIBVx0mzYPJjzkOsqhgao2hcxKsQ9nWtowl4nmFDnvX8Edx_t9k43AJ6GV7pnX6H2eQ_N32HFuhFtOahJRySVWp3ZWKpbf2A8Jw5F3U2LmM2pR92_Vm9pJMHOe3srU4nVLkY82MBCUWn0Y1Ii9apFKM_ccRywm86R8etyA_UzqlsVMGppEZJkHsOJiTAsUq8lh0Iwns6EFG3DcaJVQYEGagYjBwlaxyE2LmyTjkRVXi8t4zAhccsnyCNbPd07Fkc_Z96rwXNbCDQA8vmWAZRecp4MczGKcSPAOHvQOqmRxy3ACnkOFgwFPj_C8BxnxU6JUiWrdF-wlkEqHax3gMcMKQ8Gsz_pJk5ukB7FFE8dWglBfc2C4TWuewjyGnokWTkSV4oci7aaunQGu8bPVPOq6-KdN-svHiio-5gJZomS9VLGOYBDDMQJfFBvO05gwFne0Pwfk3MpIRZ8wcQ19vr1d0YgblCCKZ2PjkB6kZn-Md_ru6D4pOTZeFO4Jl3qtnmyOmYFA3z4OJAOQl7zIY4pfmHZpv3FP6yzcSg7fy7QwFxjLHeZZHXb7ESl4uOhYO7jxtr2GIClwObsKJXs=&xkcb=SoAV6_M37GDWo6RXTJ0LbzkdCdPP&camk=nUmJqO2E8rhp9UtcTpvJGA==&p=0&fvj=1&vjs=3,Information Technology Services Project Manager,Southwestern Oklahoma State University,EmployerActive 2 days ago,"Weatherford, OK 73096",N/A,Unknown,Unknown,"Weatherford, OK 73096",information technology services project manager,9
https://www.indeed.com/rc/clk?jk=f32e2df1d03912c3&bb=7SesE0Ad2s2A4jn6WeM2PQGr7bhcNYILJ8m_vsSIHbjrQ7nce_AQ8wDO5xkmHaYXv7ff_BpL2WM1_0d5K3VOlnt2_UJWqea_1xmACv6cdOhEmeuplqIPRtek8EBAzeiH&xkcb=SoBV67M37GDWo6RXTJ0KbzkdCdPP&fccid=64e24c77c27629df&cmp=Plastic-Omnium---Intelligent-Exterior-Systems-%28USA%29&ti=IT+Technician&vjs=3,IT Technician,OPmobility,N/A,"North Charleston, SC 29405",N/A,Unknown,Unknown,"North Charleston, SC 29405",technician,1
https://www.indeed.com/rc/clk?jk=7cb8b31796e49673&bb=7SesE0Ad2s2A4jn6WeM2PSF5zfMIEjfRCyDE67YcdGvUyQ7L-7ASOpy3OSDQ1-Txs69cGFkLfl6H6gYB28l86gpr6kRhtVRBQcriX06P6-yoFdrwpRxuUcBOqAr1Xj1a&xkcb=SoDI67M37GDWo6RXTJ0JbzkdCdPP&fccid=f0035ef1fa378b51&vjs=3,IT QA Analyst,Syncreon,N/A,"Perris, CA 92570",N/A,Unknown,Unknown,"Perris, CA 92570",qa analyst,6
https://www.indeed.com/rc/clk?jk=0fed3934386ef09b&bb=7SesE0Ad2s2A4jn6WeM2PZvJIVDAFFQ_JJ0LffDXXSP5rczacbIq0wkBF6VpSfn_wrclnqtXO23Uv7WPW-zHd8jOYP-5YT19YeoDNuMIcyPzhPO43v1ljjA_pI8uMyPL&xkcb=SoB867M37GDWo6RXTJ0IbzkdCdPP&fccid=5822206834543dc6&cmp=Progent-Corp.&ti=IT+Support&vjs=3,IT Support Consultant,Progent Corp.,EmployerActive 6 days ago,"Seattle, WA 98109 (South Lake Union area)",N/A,Unknown,Unknown,"Seattle, WA 98109 (South Lake Union area)",support consultant,8
https://www.indeed.com/rc/clk?jk=599d44f952c61209&bb=7SesE0Ad2s2A4jn6WeM2PXUqADf0HvvBRWX8Gd2aHZ9lyyyfLfGB7vpGL75zfEHnoTJai22Jvx3RKq_9AhL4sHt2RVOCkZ_0-SXSXrCvJ4w5BE2mioP8kQ%3D%3D&xkcb=SoDy67M37GDWo6RXTJ0PbzkdCdPP&fccid=bf30514195da4b69&vjs=3,IT Technical Admin - UCaaS,Capital Health,N/A,"Remote in Pennington, NJ",N/A,Unknown,Remote,"Pennington, NJ",technical admin ucaas,8
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BTfkhHBnWVkyGJQ8xZVNBKM74s64HUljG9iMeHZZqEJ2RarsjC5J-9JY8yKku_7RHoK1umIteDJhVB2e81yhmpiR31JTj9Ism38JPN2h4banlmzL1KuJjd4ZUvvgZ5Vt72zVzB5mYNb5efJ_0e-XUdJmSSsWEhxFl4JVZ_4-6YshZaj43nLWMCiCA15rEqKMXPZk_QgmeZfF_vju9YNW15z_VxAalKsnD2tMZkyzJEi0EwkvZezOiAeaJWVXdtFBrprCfugO7m_1y_sbm76e6aS8lb26om4PSa3EaO2Ns8J_KdMRUhvCfnl6v5niwdWmTDpqOqpUv89vu1WCYT2ZlkCVeSOiY54rqQZ-q-OGspSrZA1l6R4TwYQauFNtMMIdKckkyiyaq3xJRm6OidUhevhxngCKJ_zftDF2_6AY24JyvZxUppJ9JobqSEknNShSnYmaSg93xFYM2D3cwxFUBAbe3iRDzFg4pHKi1BBHcxTS2qZNFfByEeOQUkqvqNNFx0lpf4pSz7k62lBS3UM8geoLIlWuQQFeoHXwrAMuzHsssBznWjzsnwhJCsUaKqek2XlKH7jfphwoqcjV0195a4TnCtrOObv1XRViL60tEP8Q==&xkcb=SoAv6_M37GDWo6RXTJ0NbzkdCdPP&camk=nUmJqO2E8rg63qe09U_Ung==&p=6&fvj=1&vjs=3,IT Support Specialist,AdvanTech,EmployerActive 2 days ago,Hybrid work in Massachusetts,N/A,Unknown,Hybrid,Massachusetts,support specialist,5
https://www.indeed.com/rc/clk?jk=c031803ce3179e47&bb=7SesE0Ad2s2A4jn6WeM2PWFN7uTwQTbTq3wZKZrhGMGVSkMcz6KjsB-kHTS_ZEPUsRVB_QbU-B5yJY-Odt885jf1SsdJpTTfdceAhuQFSkNpdxmtIkfiAg%3D%3D&xkcb=SoCG67M37GDWo6RXTJ0DbzkdCdPP&fccid=aa0c107946f57109&vjs=3,IT PROFESSIONAL – SECURITY (CYBERSECURITY ANALYST),"City of Houston, TX",N/A,"Houston, TX 77002 (Downtown area)",N/A,Unknown,Unknown,"Houston, TX 77002 (Downtown area)",professional security cybersecurity analyst,6
https://www.indeed.com/rc/clk?jk=1a80aa8b9e2a618b&bb=7SesE0Ad2s2A4jn6WeM2PRiQmRZERoRA9hiLdvG9o89j5j_DXgnHgDHlnzXu3FtVq2Ga5tGUGO1JjCL4lZK7URRPLyL3xo6FHAPUWtkQtwWhJQk2oNFgwEDHPsVlt0ZN&xkcb=SoAy67M37GDWo6RXTJ0CbzkdCdPP&fccid=3e2f9adc443e0492&vjs=3,IT Help Desk Technician,Emcore Corporation,N/A,"Tinley Park, IL 60487",N/A,Unknown,Unknown,"Tinley Park, IL 60487",help desk technician,2
https://www.indeed.com/rc/clk?jk=739b49f47a8b1c5c&bb=7SesE0Ad2s2A4jn6WeM2PeOBijX2Uykyy-Yutn6XnHYB7XZU25g12f8g2OWPA0B3ZRUF5G5q-FccrYl_ZC8k_QBv7Tfqzb8Jg3NinuV8UfIQz6SThDMjMOpwSCq05Wkp&xkcb=SoCv67M37GDWo6RXTJ0BbzkdCdPP&fccid=39bae7855aec0a2c&vjs=3,Junior IT Support Administrator,Simpro,N/A,"Broomfield, CO",N/A,Unknown,Unknown,"Broomfield, CO",junior support administrator,8
https://www.indeed.com/rc/clk?jk=daac8c44eedbb662&bb=7SesE0Ad2s2A4jn6WeM2PVvr7_CIxGZnNfVjl9YtIS5_oNugpEM9tzLCOJqLEGEInILbn8lZBKBdsKreN6GaAN6FpunG5TK863f5l8WDb5JD-lSJzTYn3A_sY_eSzxh4&xkcb=SoAb67M37GDWo6RXTJ0AbzkdCdPP&fccid=b83f32b51b93a14c&vjs=3,Hiring for Fulltime Positions in IT- USA,Triunity Software,N/A,"Jersey City, NJ",N/A,Unknown,Unknown,"Jersey City, NJ",hiring fulltime positions usa,8
https://www.indeed.com/rc/clk?jk=837e363677eca672&bb=7SesE0Ad2s2A4jn6WeM2PYXzSi1JfnKSiTXKGzeChriNeSUKIAuP-5v6sJKuHlDaK9BiNER7HYPjcVdl1MyqybAoi7qDg2BRMGSjh_Q8_x2zTG3gDiQ-CCS-YWUJxuar&xkcb=SoCV67M37GDWo6RXTJ0HbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,IT Technician,Eureka & The Brook,EmployerActive 7 days ago,"Mesquite, NV 89027",N/A,Unknown,Unknown,"Mesquite, NV 89027",technician,1
https://www.indeed.com/rc/clk?jk=ff228dc38530560e&bb=7SesE0Ad2s2A4jn6WeM2PTCdqlzAO8MkezpcLieEw7cravWeDCdnBin8dQPqFPCs4mVlFve5ok1wO7eAnl6qYhMMF2cxE9UMYriVJ_Vhzz6HY1ihX6pHR2iIENWBwEJE&xkcb=SoAh67M37GDWo6RXTJ0GbzkdCdPP&fccid=cb5c4d9f02a337cc&cmp=St-Clair-County&ti=IT+Technician&vjs=3,IT Systems Technician,St Clair County,N/A,"Mascoutah, IL 62258 (MidAmerica St. Louis Airport area)",N/A,Unknown,Unknown,"Mascoutah, IL 62258 (MidAmerica St. Louis Airport area)",systems technician,1
https://www.indeed.com/rc/clk?jk=8be809cdcf1b33d8&bb=7SesE0Ad2s2A4jn6WeM2PXEEQrML-I8y-FypeIoeCZbT6DeaHBSm75KEJ_3VUkCNgk0Xx0y1vAYs9wIgYvztQsR40Qsc_5OKKVUmNJxZoA3oHYryk29I5w%3D%3D&xkcb=SoC867M37GDWo6RXTJ0FbzkdCdPP&fccid=fefd75f5326e1589&vjs=3,Associate IT Project Manager,WALGREENS,N/A,"Hybrid work in Deerfield, IL 60015",N/A,Unknown,Hybrid,"Deerfield, IL 60015",associate project manager,8
https://www.indeed.com/rc/clk?jk=63bd95574b84d11f&bb=qTodyUn7RRjaEnn7KOtjk84XzdNvdvO7C3k5oGGbGPblq4oG5d3VTTQNnG-Ra58WFKdb8QUWJK1QFA6VFWYnCh5PDVhqRJeKeASqNVlFv9j7-KiiZGRqtNZb_6eWP78O&xkcb=SoCA67M37GDWDtxO9p0LbzkdCdPP&fccid=73aa09455bae33d0&vjs=3,IT Associate,Pennsylvania Democratic Party,N/A,Pennsylvania,N/A,Unknown,Unknown,Pennsylvania,associate,8
